ID,metaphor,intp,intp_sep,resp,feature
4189255,心は沼だ,intp3,2,動き続ける,続ける
4189255,球場はバケツだ,intp1,1,運動する,する
4189255,球場はバケツだ,intp2,1,広い,広い
4189255,球場はバケツだ,intp3,1,走る,走る
4189255,議論は戦争だ,intp1,1,争う,争う
4189255,議論は戦争だ,intp2,1,喧嘩する,する
4189255,議論は戦争だ,intp3,1,怒る,怒る
4189255,椿はひとだまだ,intp1,1,咲く,咲く
4189255,椿はひとだまだ,intp2,1,香る,香る
4189255,椿はひとだまだ,intp3,1,綺麗,綺麗
4189255,雑巾は亀だ,intp1,1,拭く,拭く
4189255,雑巾は亀だ,intp2,1,絞る,絞る
4189255,雑巾は亀だ,intp3,1,洗う,洗う
4189255,休日は道しるべだ,intp1,1,寝る,寝る
4189255,休日は道しるべだ,intp2,1,休む,休む
4189255,休日は道しるべだ,intp3,1,楽しむ,楽しむ
4189255,蝶は踊り子だ,intp1,1,飛ぶ,飛ぶ
4189255,蝶は踊り子だ,intp2,1,舞う,舞う
4189255,蝶は踊り子だ,intp3,1,綺麗な,綺麗
4189255,権力は麻薬だ,intp1,1,強い,強い
4189255,権力は麻薬だ,intp3,1,振りかざす,振りかざす
4189255,不安は濃霧だ,intp1,1,怖い,怖い
4189255,不安は濃霧だ,intp2,1,ハラハラする,する
4189255,沈黙は海底だ,intp1,1,黙る,黙る
4189255,沈黙は海底だ,intp2,1,逃げる,逃げる
4189255,沈黙は海底だ,intp3,1,言えない,言える
4189255,煙草は時限爆弾だ,intp1,1,吸う,吸う
4189255,煙草は時限爆弾だ,intp2,1,吐く,吐く
4189255,煙草は時限爆弾だ,intp3,1,くさい,くさい
4189255,笑顔は花だ,intp1,1,笑う,笑う
4189255,笑顔は花だ,intp2,1,声を出す,出す
4189255,笑顔は花だ,intp3,1,楽しむ,楽しむ
4189255,激怒は噴火だ,intp1,1,怒る,怒る
4189255,激怒は噴火だ,intp2,1,怖い,怖い
4189255,激怒は噴火だ,intp3,1,大声を出す,出す
4189255,人生は航海だ,intp1,1,楽しい,楽しい
4189255,人生は航海だ,intp2,1,辛い,辛い
4189255,人生は航海だ,intp3,1,面白い,面白い
4189255,あくびは満月だ,intp1,1,眠たい,眠たい
4189255,家族は納豆だ,intp1,1,大切,大切
4523774,激怒は噴火だ,intp1,1,爆発する,する
4523774,激怒は噴火だ,intp2,1,熱い,熱い
4523774,激怒は噴火だ,intp3,1,怖い,怖い
4523774,人生は航海だ,intp1,1,旅する,する
4523774,人生は航海だ,intp2,1,広い,広い
4523774,人生は航海だ,intp3,1,深い,深い
4523774,人生は航海だ,intp4,1,探求する,する
4523774,権力は麻薬だ,intp1,1,危うい,危うい
4523774,権力は麻薬だ,intp3,1,溺れる,溺れる
4523774,煙草は時限爆弾だ,intp1,1,危険,危険
4523774,煙草は時限爆弾だ,intp2,1,怖い,怖い
4523774,煙草は時限爆弾だ,intp3,1,危ない,危ない
4523774,沈黙は海底だ,intp1,1,静か,静か
4523774,沈黙は海底だ,intp2,1,黙る,黙る
4523774,家族は納豆だ,intp1,1,引き寄せ合う,引き寄せる
4523774,家族は納豆だ,intp1,2,引き寄せ合う,合う
4523774,家族は納豆だ,intp2,1,くっつく,くっつく
4523774,雑巾は亀だ,intp1,1,這う,這う
4523774,雑巾は亀だ,intp2,1,塗れる,塗れる
4523774,蝶は踊り子だ,intp1,1,舞う,舞う
4523774,蝶は踊り子だ,intp2,1,綺麗,綺麗
4523774,蝶は踊り子だ,intp3,1,華やか,華やか
4523774,笑顔は花だ,intp1,1,綺麗,綺麗
4523774,笑顔は花だ,intp2,1,明るい,明るい
4523774,笑顔は花だ,intp3,1,華やか,華やか
4523774,球場はバケツだ,intp1,1,囲われている,囲う
4523774,球場はバケツだ,intp1,2,囲われている,れる
4523774,球場はバケツだ,intp1,3,囲われている,いる
4523774,心は沼だ,intp1,1,溺れる,溺れる
4523774,心は沼だ,intp2,1,深い,深い
4523774,心は沼だ,intp3,1,沈む,沈む
4523774,空は鏡だ,intp1,1,映る,映る
4523774,空は鏡だ,intp2,1,透明,透明
4523774,記憶は倉庫だ,intp1,1,しまう,しまう
4523774,記憶は倉庫だ,intp2,1,貯める,貯める
4523774,議論は戦争だ,intp1,1,戦う,戦う
4523774,議論は戦争だ,intp2,1,争う,争う
4523774,議論は戦争だ,intp3,1,競う,競う
4523774,椿はひとだまだ,intp1,1,儚い,儚い
4523774,椿はひとだまだ,intp2,1,美しい,美しい
4523774,不安は濃霧だ,intp1,1,霞む,霞む
4523774,不安は濃霧だ,intp2,1,見えない,見える
4523774,不安は濃霧だ,intp3,1,怖い,怖い
4523774,恋はくす玉だ,intp1,1,壊れる,壊れる
4523774,恋はくす玉だ,intp2,1,脆い,脆い
4523774,恋はくす玉だ,intp3,1,儚い,儚い
4523774,休日は道しるべだ,intp1,1,目指す,目指す
4523774,休日は道しるべだ,intp2,1,進む,進む
4523774,あくびは満月だ,intp1,1,丸い,丸い
4523774,あくびは満月だ,intp2,1,大きい,大きい
4523774,魅力は磁石だ,intp1,1,引き寄せる,引き寄せる
4523774,魅力は磁石だ,intp2,1,くっつく,くっつく
5451300,議論は戦争だ,intp1,1,争うこと,争う
5451300,議論は戦争だ,intp2,1,決着をつけること,つける
5451300,人生は航海だ,intp1,1,長い旅であること,長い
5451300,人生は航海だ,intp2,1,不安だ,不安
5451300,人生は航海だ,intp3,1,辛い,辛い
5451300,笑顔は花だ,intp1,1,うれしい,うれしい
5451300,笑顔は花だ,intp2,1,やさしい,やさしい
5451300,笑顔は花だ,intp3,1,明朗だ,明朗
5451300,不安は濃霧だ,intp1,1,真っ暗である,真っ暗
5451300,不安は濃霧だ,intp2,1,不明瞭だ,不明瞭
5451300,記憶は倉庫だ,intp1,1,抜け出せない,抜け出せる
5451300,記憶は倉庫だ,intp2,1,辛い,辛い
5451300,記憶は倉庫だ,intp3,1,苦しい,苦しい
5451300,休日は道しるべだ,intp1,1,頼りになる,なる
5451300,休日は道しるべだ,intp2,1,希望が持てる,持てる
5451300,あくびは満月だ,intp1,1,丸い,丸い
5451300,あくびは満月だ,intp2,1,おおらかだ,おおらか
5451300,球場はバケツだ,intp1,1,大きい,大きい
5451300,球場はバケツだ,intp2,1,深い,深い
5451300,蝶は踊り子だ,intp1,1,舞う,舞う
5451300,蝶は踊り子だ,intp2,1,華やかだ,華やか
5451300,蝶は踊り子だ,intp3,1,優しい,優しい
5451300,魅力は磁石だ,intp1,1,強い,強い
5451300,魅力は磁石だ,intp2,1,密着している,する
5451300,魅力は磁石だ,intp2,2,密着している,いる
5451300,雑巾は亀だ,intp2,1,遅い,遅い
5451300,雑巾は亀だ,intp3,1,鈍い,鈍い
5451300,空は鏡だ,intp1,1,無限だ,無限
5451300,空は鏡だ,intp2,1,大きい,大きい
5451300,沈黙は海底だ,intp1,1,深い,深い
5451300,沈黙は海底だ,intp2,1,長い,長い
5451300,心は沼だ,intp1,1,深い,深い
5451300,心は沼だ,intp2,1,抜けられない,抜ける
5451300,心は沼だ,intp2,2,抜けられない,られる
5451300,心は沼だ,intp3,1,厳しい,厳しい
5451300,心は沼だ,intp4,1,辛い,辛い
5451300,激怒は噴火だ,intp1,1,腹立たしい,腹立たしい
5451300,激怒は噴火だ,intp2,1,憎たらしい,憎たらしい
5451300,激怒は噴火だ,intp3,1,怖い,怖い
5451300,権力は麻薬だ,intp1,1,恐ろしい,恐ろしい
5451300,権力は麻薬だ,intp2,1,騙されやすい,騙す
5451300,権力は麻薬だ,intp2,2,騙されやすい,れる
5451300,権力は麻薬だ,intp2,3,騙されやすい,やすい
5451300,権力は麻薬だ,intp3,1,気がかりだ,気がかり
5451300,家族は納豆だ,intp1,1,密着している,する
5451300,家族は納豆だ,intp1,2,密着している,いる
5451300,家族は納豆だ,intp2,1,仲睦まじい,睦まじい
5451300,家族は納豆だ,intp3,1,楽しい,楽しい
5451300,恋はくす玉だ,intp1,1,割れる,割れる
5451300,恋はくす玉だ,intp2,1,はかない,はかない
5451300,煙草は時限爆弾だ,intp1,1,見苦しい,見苦しい
5451300,煙草は時限爆弾だ,intp2,1,辛い,辛い
5451300,煙草は時限爆弾だ,intp3,1,厳しい,厳しい
5451300,椿はひとだまだ,intp1,1,丸い,丸い
5451300,椿はひとだまだ,intp2,1,小さい,小さい
2779575,あくびは満月だ,intp1,1,顔が丸い,丸い
2779575,あくびは満月だ,intp3,1,長い夜長,長い
2779575,議論は戦争だ,intp1,1,意見を戦わせること,戦う
2779575,議論は戦争だ,intp1,2,意見を戦わせること,せる
2779575,議論は戦争だ,intp2,1,激しい口論,激しい
2779575,議論は戦争だ,intp3,1,行き過ぎた暴言,行き過ぎる
2779575,家族は納豆だ,intp1,1,絆が深い,深い
2779575,家族は納豆だ,intp2,1,離れる事の出来ない物,離れる
2779575,家族は納豆だ,intp2,2,離れる事の出来ない物,出来る
2779575,家族は納豆だ,intp3,1,結束力がある,ある
2779575,球場はバケツだ,intp1,1,大勢の人を収容できる,できる
2779575,球場はバケツだ,intp2,1,水のように人が溢れかえる,溢れる
2779575,球場はバケツだ,intp2,2,水のように人が溢れかえる,かえる
2779575,椿はひとだまだ,intp1,1,人玉のように見える,見える
2779575,記憶は倉庫だ,intp2,1,豊富な経験,豊富
2779575,煙草は時限爆弾だ,intp1,1,後で病気になる,なる
2779575,煙草は時限爆弾だ,intp2,1,知らぬ内に影響が出てくる,知る
2779575,煙草は時限爆弾だ,intp2,2,知らぬ内に影響が出てくる,出る
2779575,煙草は時限爆弾だ,intp2,3,知らぬ内に影響が出てくる,くる
2779575,人生は航海だ,intp1,1,生きていくのが大変,生きる
2779575,人生は航海だ,intp1,2,生きていくのが大変,いく
2779575,人生は航海だ,intp1,3,生きていくのが大変,大変
2779575,人生は航海だ,intp2,1,荒波を超えていく,超える
2779575,人生は航海だ,intp2,2,荒波を超えていく,いく
2779575,権力は麻薬だ,intp1,1,物凄い力がある,物凄い
2779575,権力は麻薬だ,intp1,2,物凄い力がある,ある
2779575,権力は麻薬だ,intp2,1,自分に酔いやす,酔う
2779575,心は沼だ,intp1,1,分からない事が多すぎる,分かる
2779575,心は沼だ,intp1,2,分からない事が多すぎる,多い
2779575,心は沼だ,intp1,3,分からない事が多すぎる,すぎる
2779575,心は沼だ,intp2,1,ほかの人には分からない,分かる
2779575,休日は道しるべだ,intp1,1,生きる目標,生きる
2779575,休日は道しるべだ,intp2,1,適度な休息,適度
2779575,激怒は噴火だ,intp1,1,烈火のごとく憤る,憤る
2779575,激怒は噴火だ,intp2,1,感情を抑えられない,抑える
2779575,激怒は噴火だ,intp2,2,感情を抑えられない,られる
2779575,沈黙は海底だ,intp2,1,抜け出す事が出来ない,抜け出す
2779575,沈黙は海底だ,intp2,2,抜け出す事が出来ない,出来る
2779575,不安は濃霧だ,intp1,1,先が見えない事,見える
2779575,不安は濃霧だ,intp2,1,目標が見えない,見える
2779575,雑巾は亀だ,intp1,1,見た目が似ている,似る
2779575,雑巾は亀だ,intp1,2,見た目が似ている,いる
2779575,雑巾は亀だ,intp2,1,地面に張り付いている,張り付く
2779575,雑巾は亀だ,intp2,2,地面に張り付いている,いる
2779575,魅力は磁石だ,intp1,1,吸い寄せられやすい,吸い寄せる
2779575,魅力は磁石だ,intp1,2,吸い寄せられやすい,られる
2779575,魅力は磁石だ,intp1,3,吸い寄せられやすい,やすい
2779575,魅力は磁石だ,intp2,1,なかなか逃れられない,逃れる
2779575,魅力は磁石だ,intp2,2,なかなか逃れられない,られる
2779575,恋はくす玉だ,intp1,1,幸せな感じ,幸せ
2779575,空は鏡だ,intp1,1,今の自分を映す,映す
2779575,空は鏡だ,intp2,1,鏡のように変わる,変わる
2779575,笑顔は花だ,intp1,1,明るい様子,明るい
2779575,笑顔は花だ,intp2,1,華やかな感じ,華やか
2779575,蝶は踊り子だ,intp1,1,きれいに舞う,きれい
2779575,蝶は踊り子だ,intp1,2,きれいに舞う,舞う
2779575,蝶は踊り子だ,intp2,1,美しい様子,美しい
728411,議論は戦争だ,intp1,1,ぶつかり合い,ぶつかる
728411,議論は戦争だ,intp1,2,ぶつかり合い,合う
728411,議論は戦争だ,intp2,1,罵り合い,罵る
728411,議論は戦争だ,intp2,2,罵り合い,合う
728411,議論は戦争だ,intp5,1,貶す,貶す
728411,雑巾は亀だ,intp2,1,臭い,臭い
728411,権力は麻薬だ,intp3,1,見下し,見下す
728411,魅力は磁石だ,intp1,1,引き寄せ,引き寄せる
728411,魅力は磁石だ,intp3,1,憧れ,憧れる
728411,恋はくす玉だ,intp3,1,幸福,幸福
728411,不安は濃霧だ,intp1,1,先が見えない,見える
728411,不安は濃霧だ,intp2,1,恐ろしさ,恐ろしい
728411,不安は濃霧だ,intp3,1,光がない,ない
728411,激怒は噴火だ,intp2,1,荒れる,荒れる
728411,椿はひとだまだ,intp1,1,美しい,美しい
728411,煙草は時限爆弾だ,intp4,1,臭い,臭い
728411,煙草は時限爆弾だ,intp5,1,蝕む,蝕む
728411,休日は道しるべだ,intp2,1,振り返り,振り返る
728411,家族は納豆だ,intp1,1,強い繋がり,強い
728411,家族は納豆だ,intp2,1,離れない,離れる
728411,人生は航海だ,intp1,1,レールがない,ない
728411,人生は航海だ,intp2,1,先は長い,長い
728411,人生は航海だ,intp3,1,谷あり山あり,ある
728411,人生は航海だ,intp3,2,谷あり山あり,ある
728411,球場はバケツだ,intp1,1,囲まれている,囲む
728411,球場はバケツだ,intp1,2,囲まれている,れる
728411,球場はバケツだ,intp1,3,囲まれている,いる
728411,球場はバケツだ,intp2,1,広い,広い
728411,球場はバケツだ,intp3,1,奥行きがある,ある
728411,笑顔は花だ,intp1,1,幸せ,幸せ
728411,笑顔は花だ,intp2,1,美しい,美しい
728411,笑顔は花だ,intp3,1,明るい,明るい
728411,笑顔は花だ,intp5,1,可愛い,可愛い
728411,蝶は踊り子だ,intp1,1,自由,自由
728411,蝶は踊り子だ,intp2,1,縛られない,縛る
728411,蝶は踊り子だ,intp2,2,縛られない,れる
728411,蝶は踊り子だ,intp3,1,美しく舞う,美しい
728411,蝶は踊り子だ,intp3,2,美しく舞う,舞う
728411,記憶は倉庫だ,intp3,1,引き出し,引き出す
728411,空は鏡だ,intp1,1,目にみえる,みえる
728411,空は鏡だ,intp3,1,数の多さ,多い
94338,球場はバケツだ,intp1,1,群衆を飲み込む,飲み込む
94338,椿はひとだまだ,intp1,1,美しい,美しい
94338,椿はひとだまだ,intp2,1,はかない,はかない
94338,魅力は磁石だ,intp1,1,引き寄せられる,引き寄せる
94338,魅力は磁石だ,intp1,2,引き寄せられる,られる
94338,魅力は磁石だ,intp2,1,誘引される,する
94338,魅力は磁石だ,intp2,2,誘引される,れる
94338,家族は納豆だ,intp1,1,ひとかたまりになる,なる
94338,家族は納豆だ,intp2,1,塊になる,なる
94338,恋はくす玉だ,intp1,1,はかない,はかない
94338,恋はくす玉だ,intp2,1,脆い,脆い
94338,沈黙は海底だ,intp1,1,ドス黒い,黒い
94338,あくびは満月だ,intp1,1,ゆったりとした,する
94338,あくびは満月だ,intp2,1,まったりとした,する
94338,不安は濃霧だ,intp2,1,先が見えない,見える
94338,心は沼だ,intp2,1,はまりこむ,はまりこむ
94338,人生は航海だ,intp1,1,冒険する,する
94338,人生は航海だ,intp2,1,いきあたりばったりな,いきあたりばったり
94338,記憶は倉庫だ,intp2,1,つめこんだ,つめこむ
94338,雑巾は亀だ,intp1,1,ぼろぼろな,ぼろぼろ
94338,雑巾は亀だ,intp2,1,汚い,汚い
94338,激怒は噴火だ,intp1,1,爆発する,する
94338,激怒は噴火だ,intp2,1,噴出する,する
94338,煙草は時限爆弾だ,intp1,1,病気になる,なる
94338,権力は麻薬だ,intp1,1,自信過剰な,過剰
94338,権力は麻薬だ,intp2,1,手放せない,手放せる
94338,笑顔は花だ,intp1,1,幸せをふりまく,幸せ
94338,笑顔は花だ,intp1,2,幸せをふりまく,ふりまく
94338,笑顔は花だ,intp2,1,明るい,明るい
94338,休日は道しるべだ,intp1,1,道標になる,なる
94338,空は鏡だ,intp1,1,美しい,美しい
94338,空は鏡だ,intp2,1,無限な,無限
94338,蝶は踊り子だ,intp1,1,優雅な,優雅
94338,蝶は踊り子だ,intp2,1,美しい,美しい
4213579,休日は道しるべだ,intp2,1,休める,休める
4213579,記憶は倉庫だ,intp1,1,思い出す,思い出す
4213579,記憶は倉庫だ,intp2,1,しまう,しまう
4213579,記憶は倉庫だ,intp3,1,引き出す,引き出す
4213579,空は鏡だ,intp2,1,照らす,照らす
4213579,空は鏡だ,intp3,1,広い,広い
4213579,議論は戦争だ,intp1,1,争う,争う
4213579,激怒は噴火だ,intp1,1,怒る,怒る
4213579,激怒は噴火だ,intp2,1,血が上る,上る
4213579,椿はひとだまだ,intp1,1,怖い,怖い
4213579,椿はひとだまだ,intp2,1,綺麗,綺麗
4213579,椿はひとだまだ,intp3,1,青白い,青白い
4213579,心は沼だ,intp1,1,抜け出せない,抜け出せる
4213579,心は沼だ,intp2,1,嵌る,嵌る
4213579,心は沼だ,intp3,1,豊か,豊か
4213579,沈黙は海底だ,intp1,1,沈む,沈む
4213579,沈黙は海底だ,intp2,1,気まずい,気まずい
4213579,沈黙は海底だ,intp3,1,暗い,暗い
4213579,魅力は磁石だ,intp1,1,惹かれる,惹く
4213579,魅力は磁石だ,intp1,2,惹かれる,れる
4213579,魅力は磁石だ,intp2,1,離れられない,離れる
4213579,魅力は磁石だ,intp2,2,離れられない,られる
4213579,人生は航海だ,intp1,1,漕ぐ,漕ぐ
4213579,人生は航海だ,intp2,1,広い,広い
4213579,人生は航海だ,intp3,1,不安,不安
4213579,不安は濃霧だ,intp1,1,見えない,見える
4213579,不安は濃霧だ,intp2,1,怖い,怖い
4213579,不安は濃霧だ,intp3,1,迷う,迷う
4213579,煙草は時限爆弾だ,intp1,1,危ない,危ない
4213579,煙草は時限爆弾だ,intp3,1,臭い,臭い
4213579,煙草は時限爆弾だ,intp4,1,健康,健康
4213579,蝶は踊り子だ,intp1,1,綺麗,綺麗
4213579,蝶は踊り子だ,intp2,1,美しい,美しい
4213579,蝶は踊り子だ,intp3,1,踊る,踊る
4213579,家族は納豆だ,intp1,1,美味しい,美味しい
4213579,家族は納豆だ,intp2,1,面倒くさい,面倒くさい
4213579,家族は納豆だ,intp3,1,混ぜる,混ぜる
4213579,権力は麻薬だ,intp1,1,抜け出せない,抜け出せる
4213579,権力は麻薬だ,intp3,1,危険,危険
4213579,球場はバケツだ,intp1,1,大きい,大きい
4213579,球場はバケツだ,intp2,1,溢れる,溢れる
4213579,あくびは満月だ,intp1,1,眠い,眠い
4213579,あくびは満月だ,intp2,1,見惚れる,見惚れる
4213579,笑顔は花だ,intp1,1,明るい,明るい
4213579,笑顔は花だ,intp2,1,綺麗,綺麗
4213579,笑顔は花だ,intp3,1,朗らか,朗らか
4213579,恋はくす玉だ,intp1,1,楽しい,楽しい
4213579,恋はくす玉だ,intp2,1,賑やか,賑やか
4213579,恋はくす玉だ,intp3,1,明るい,明るい
4213579,雑巾は亀だ,intp1,1,遅い,遅い
4213579,雑巾は亀だ,intp2,1,動かない,動く
4213579,雑巾は亀だ,intp3,1,這う,這う
1791041,煙草は時限爆弾だ,intp2,1,燃える,燃える
1791041,煙草は時限爆弾だ,intp3,1,傷つく,傷つく
1791041,人生は航海だ,intp1,1,長い,長い
1791041,人生は航海だ,intp2,1,遠い,遠い
1791041,心は沼だ,intp1,1,深い,深い
1791041,心は沼だ,intp2,1,暗い,暗い
1791041,空は鏡だ,intp1,1,映る,映る
1791041,空は鏡だ,intp2,1,光る,光る
1791041,空は鏡だ,intp3,1,輝く,輝く
1791041,激怒は噴火だ,intp2,1,激しい,激しい
1791041,恋はくす玉だ,intp1,1,割れる,割れる
1791041,恋はくす玉だ,intp2,1,飛び出す,飛び出す
1791041,恋はくす玉だ,intp3,1,明るい,明るい
1791041,恋はくす玉だ,intp4,1,楽しい,楽しい
1791041,笑顔は花だ,intp1,1,明るい,明るい
1791041,笑顔は花だ,intp2,1,かわいい,かわいい
1791041,笑顔は花だ,intp4,1,華やか,華やか
1791041,権力は麻薬だ,intp1,1,溺れる,溺れる
1791041,権力は麻薬だ,intp2,1,陶酔する,する
1791041,記憶は倉庫だ,intp1,1,広い,広い
1791041,記憶は倉庫だ,intp4,1,しまう,しまう
1791041,沈黙は海底だ,intp1,1,静か,静か
1791041,沈黙は海底だ,intp3,1,暗い,暗い
1791041,沈黙は海底だ,intp4,1,重苦しい,重苦しい
1791041,議論は戦争だ,intp1,1,激しい,激しい
1791041,議論は戦争だ,intp3,1,戦う,戦う
1791041,あくびは満月だ,intp1,1,丸い,丸い
1791041,あくびは満月だ,intp2,1,大きい,大きい
1791041,雑巾は亀だ,intp1,1,汚い,汚い
1791041,雑巾は亀だ,intp2,1,絞る,絞る
1791041,不安は濃霧だ,intp1,1,見えない,見える
1791041,不安は濃霧だ,intp3,1,モヤモヤする,する
1791041,椿はひとだまだ,intp1,1,丸い,丸い
1791041,椿はひとだまだ,intp2,1,小さい,小さい
1791041,家族は納豆だ,intp1,1,ねばつく,ねばつく
1791041,家族は納豆だ,intp2,1,混ざる,混ざる
1791041,球場はバケツだ,intp1,1,丸い,丸い
1791041,球場はバケツだ,intp2,1,大きい,大きい
1791041,球場はバケツだ,intp3,1,反響する,する
1791041,球場はバケツだ,intp4,1,入る,入る
1791041,蝶は踊り子だ,intp1,1,華やか,華やか
1791041,蝶は踊り子だ,intp2,1,楽しい,楽しい
1791041,蝶は踊り子だ,intp3,1,綺麗,綺麗
1791041,蝶は踊り子だ,intp4,1,美しい,美しい
1791041,魅力は磁石だ,intp1,1,引き付ける,引き付ける
1791041,魅力は磁石だ,intp2,1,吸い寄せる,吸い寄せる
1791041,魅力は磁石だ,intp3,1,くっつく,くっつく
1127132,沈黙は海底だ,intp1,1,黙る,黙る
1127132,沈黙は海底だ,intp2,1,静か,静か
1127132,権力は麻薬だ,intp2,1,治める,治める
1127132,議論は戦争だ,intp1,1,喧嘩する,する
1127132,議論は戦争だ,intp2,1,話し合う,話し合う
1127132,議論は戦争だ,intp3,1,戦う,戦う
1127132,煙草は時限爆弾だ,intp2,1,害する,害する
1127132,恋はくす玉だ,intp1,1,苦しい,苦しい
1127132,恋はくす玉だ,intp2,1,うぬぼれる,うぬぼれる
1127132,恋はくす玉だ,intp3,1,悲しい,悲しい
1127132,笑顔は花だ,intp1,1,輝く,輝く
1127132,笑顔は花だ,intp2,1,微笑ましい,微笑ましい
1127132,笑顔は花だ,intp3,1,気持ちの良い,良い
1127132,笑顔は花だ,intp4,1,爽やかな,爽やか
1127132,魅力は磁石だ,intp1,1,惹きつけられる,惹く
1127132,魅力は磁石だ,intp1,2,惹きつけられる,つける
1127132,魅力は磁石だ,intp1,3,惹きつけられる,られる
1127132,魅力は磁石だ,intp2,1,惹かれる,惹く
1127132,魅力は磁石だ,intp2,2,惹かれる,れる
1127132,魅力は磁石だ,intp3,1,目で追う,追う
1127132,雑巾は亀だ,intp1,1,汚い,汚い
1127132,雑巾は亀だ,intp2,1,いらない,いる
1127132,人生は航海だ,intp1,1,長い,長い
1127132,人生は航海だ,intp2,1,短い,短い
1127132,球場はバケツだ,intp1,1,運動する,する
1127132,球場はバケツだ,intp2,1,演奏する,する
1127132,心は沼だ,intp1,1,見えない,見える
1127132,心は沼だ,intp2,1,読めない,読める
1127132,心は沼だ,intp3,1,つかめない,つかめる
1127132,不安は濃霧だ,intp1,1,ざわつく,ざわつく
1127132,不安は濃霧だ,intp2,1,落ち着かない,落ち着く
1127132,不安は濃霧だ,intp3,1,考えない,考える
1127132,家族は納豆だ,intp3,1,選べない,選べる
1127132,記憶は倉庫だ,intp1,1,覚える,覚える
1127132,記憶は倉庫だ,intp2,1,解釈する,する
1127132,空は鏡だ,intp1,1,青い,青い
1127132,空は鏡だ,intp2,1,曇っている,曇る
1127132,空は鏡だ,intp2,2,曇っている,いる
1127132,空は鏡だ,intp3,1,広い,広い
1127132,空は鏡だ,intp4,1,高い,高い
